,GAP,Instance,Stack,Weight,Version,Path Length,Expanded,Necessary,Elapsed,Reopens,Generated
72,0,11,7 6 8 12 11 10 2 13 4 3 5 9 0 1 ,1,0,10,2694,2551,0.194342,17,35009
73,0,11,7 6 8 12 11 10 2 13 4 3 5 9 0 1 ,1,1,10,2694,2551,0.185359,17,35009
74,0,11,7 6 8 12 11 10 2 13 4 3 5 9 0 1 ,1,2,10,2694,2551,0.183285,17,35009
126,0,11,7 6 8 12 11 10 2 13 4 3 5 9 0 1 ,1.1,0,10,2694,2551,0.199905,17,35009
127,0,11,7 6 8 12 11 10 2 13 4 3 5 9 0 1 ,1.1,1,10,2694,2551,0.184344,17,35009
128,0,11,7 6 8 12 11 10 2 13 4 3 5 9 0 1 ,1.1,2,10,2694,2551,0.17367,17,35009
258,0,11,7 6 8 12 11 10 2 13 4 3 5 9 0 1 ,1.2,0,10,1214,1263,0.0944066,4,15769
259,0,11,7 6 8 12 11 10 2 13 4 3 5 9 0 1 ,1.2,1,10,1214,1263,0.0848497,4,15769
260,0,11,7 6 8 12 11 10 2 13 4 3 5 9 0 1 ,1.2,2,10,1116,1253,0.0764261,0,14495
339,0,11,7 6 8 12 11 10 2 13 4 3 5 9 0 1 ,1.3,0,10,746,874,0.0633512,0,9685
340,0,11,7 6 8 12 11 10 2 13 4 3 5 9 0 1 ,1.3,1,10,746,874,0.0528974,0,9685
341,0,11,7 6 8 12 11 10 2 13 4 3 5 9 0 1 ,1.3,2,10,746,874,0.0518028,0,9685
615,0,11,7 6 8 12 11 10 2 13 4 3 5 9 0 1 ,1.4,0,10,456,625,0.0202361,1,5915
616,0,11,7 6 8 12 11 10 2 13 4 3 5 9 0 1 ,1.4,1,10,456,625,0.0196006,1,5915
617,0,11,7 6 8 12 11 10 2 13 4 3 5 9 0 1 ,1.4,2,10,455,625,0.0188479,0,5902
897,0,11,7 6 8 12 11 10 2 13 4 3 5 9 0 1 ,1.5,0,10,279,390,0.0242377,2,3614
898,0,11,7 6 8 12 11 10 2 13 4 3 5 9 0 1 ,1.5,1,10,279,390,0.0238272,2,3614
899,0,11,7 6 8 12 11 10 2 13 4 3 5 9 0 1 ,1.5,2,10,247,385,0.0176489,0,3198
924,0,11,7 6 8 12 11 10 2 13 4 3 5 9 0 1 ,1.6,0,10,212,303,0.0180614,2,2743
925,0,11,7 6 8 12 11 10 2 13 4 3 5 9 0 1 ,1.6,1,10,212,303,0.0177734,2,2743
926,0,11,7 6 8 12 11 10 2 13 4 3 5 9 0 1 ,1.6,2,10,203,298,0.0170146,0,2626
1005,0,11,7 6 8 12 11 10 2 13 4 3 5 9 0 1 ,1.7,0,10,214,268,0.0180239,1,2769
1006,0,11,7 6 8 12 11 10 2 13 4 3 5 9 0 1 ,1.7,1,10,214,268,0.0176377,1,2769
1007,0,11,7 6 8 12 11 10 2 13 4 3 5 9 0 1 ,1.7,2,10,205,263,0.0167755,0,2652
1254,0,11,7 6 8 12 11 10 2 13 4 3 5 9 0 1 ,1.8,0,10,214,268,0.0204601,1,2769
1255,0,11,7 6 8 12 11 10 2 13 4 3 5 9 0 1 ,1.8,1,10,214,268,0.0176531,1,2769
1256,0,11,7 6 8 12 11 10 2 13 4 3 5 9 0 1 ,1.8,2,10,205,263,0.0151154,0,2652
1320,0,11,7 6 8 12 11 10 2 13 4 3 5 9 0 1 ,1.9,0,10,214,268,0.0234206,1,2769
1321,0,11,7 6 8 12 11 10 2 13 4 3 5 9 0 1 ,1.9,1,10,214,268,0.0198889,1,2769
1322,0,11,7 6 8 12 11 10 2 13 4 3 5 9 0 1 ,1.9,2,10,205,263,0.0169031,0,2652
1533,0,11,7 6 8 12 11 10 2 13 4 3 5 9 0 1 ,2,0,10,151,231,0.0106928,2,1950
1534,0,11,7 6 8 12 11 10 2 13 4 3 5 9 0 1 ,2,1,11,232,575,0.0164429,1,3003
1535,0,11,7 6 8 12 11 10 2 13 4 3 5 9 0 1 ,2,2,11,213,559,0.0174834,0,2756
1539,0,11,7 6 8 12 11 10 2 13 4 3 5 9 0 1 ,3,0,11,92,264,0.0108841,0,1183
1540,0,11,7 6 8 12 11 10 2 13 4 3 5 9 0 1 ,3,1,11,92,264,0.00965781,0,1183
1541,0,11,7 6 8 12 11 10 2 13 4 3 5 9 0 1 ,3,2,11,92,264,0.009005,0,1183
1797,0,11,7 6 8 12 11 10 2 13 4 3 5 9 0 1 ,4,0,15,328,592,0.0327956,0,4251
1798,0,11,7 6 8 12 11 10 2 13 4 3 5 9 0 1 ,4,1,15,328,592,0.0262821,0,4251
1799,0,11,7 6 8 12 11 10 2 13 4 3 5 9 0 1 ,4,2,15,328,592,0.0231922,0,4251
1926,0,11,7 6 8 12 11 10 2 13 4 3 5 9 0 1 ,5,0,15,322,585,0.0227147,0,4173
1927,0,11,7 6 8 12 11 10 2 13 4 3 5 9 0 1 ,5,1,15,322,585,0.0227085,0,4173
1928,0,11,7 6 8 12 11 10 2 13 4 3 5 9 0 1 ,5,2,15,322,585,0.0225956,0,4173
66,0,12,10 7 0 11 6 1 13 5 9 3 8 12 2 4 ,1,0,14,166717,38398,8.58888,8993,2167308
67,0,12,10 7 0 11 6 1 13 5 9 3 8 12 2 4 ,1,1,14,166717,38398,8.12371,8993,2167308
68,0,12,10 7 0 11 6 1 13 5 9 3 8 12 2 4 ,1,2,14,166717,38398,7.95792,8993,2167308
129,0,12,10 7 0 11 6 1 13 5 9 3 8 12 2 4 ,1.1,0,15,100765,95554,6.41097,3407,1309932
130,0,12,10 7 0 11 6 1 13 5 9 3 8 12 2 4 ,1.1,1,15,100765,95554,6.13013,3407,1309932
131,0,12,10 7 0 11 6 1 13 5 9 3 8 12 2 4 ,1.1,2,15,96836,93451,5.98231,1852,1258855
270,0,12,10 7 0 11 6 1 13 5 9 3 8 12 2 4 ,1.2,0,15,13507,17570,1.02267,150,175578
271,0,12,10 7 0 11 6 1 13 5 9 3 8 12 2 4 ,1.2,1,15,13507,17570,0.902813,150,175578
272,0,12,10 7 0 11 6 1 13 5 9 3 8 12 2 4 ,1.2,2,15,22361,22282,1.34504,15,290680
336,0,12,10 7 0 11 6 1 13 5 9 3 8 12 2 4 ,1.3,0,15,6035,8025,0.441486,114,78442
337,0,12,10 7 0 11 6 1 13 5 9 3 8 12 2 4 ,1.3,1,15,6035,8025,0.426643,114,78442
338,0,12,10 7 0 11 6 1 13 5 9 3 8 12 2 4 ,1.3,2,15,8532,9930,0.588573,0,110903
612,0,12,10 7 0 11 6 1 13 5 9 3 8 12 2 4 ,1.4,0,16,2581,6297,0.142887,14,33540
613,0,12,10 7 0 11 6 1 13 5 9 3 8 12 2 4 ,1.4,1,16,2581,6297,0.107096,14,33540
614,0,12,10 7 0 11 6 1 13 5 9 3 8 12 2 4 ,1.4,2,16,2467,6191,0.0955712,0,32058
843,0,12,10 7 0 11 6 1 13 5 9 3 8 12 2 4 ,1.6,0,17,3368,6350,0.248844,56,43771
844,0,12,10 7 0 11 6 1 13 5 9 3 8 12 2 4 ,1.6,1,17,3368,6350,0.239766,56,43771
845,0,12,10 7 0 11 6 1 13 5 9 3 8 12 2 4 ,1.6,2,17,3955,7814,0.295277,0,51402
936,0,12,10 7 0 11 6 1 13 5 9 3 8 12 2 4 ,1.5,0,16,3605,4829,0.265886,70,46852
937,0,12,10 7 0 11 6 1 13 5 9 3 8 12 2 4 ,1.5,1,16,3605,4829,0.254723,70,46852
938,0,12,10 7 0 11 6 1 13 5 9 3 8 12 2 4 ,1.5,2,17,6170,17381,0.44514,0,80197
1017,0,12,10 7 0 11 6 1 13 5 9 3 8 12 2 4 ,1.7,0,17,1969,3034,0.141493,11,25584
1018,0,12,10 7 0 11 6 1 13 5 9 3 8 12 2 4 ,1.7,1,17,1969,3034,0.140089,11,25584
1019,0,12,10 7 0 11 6 1 13 5 9 3 8 12 2 4 ,1.7,2,17,2743,3862,0.19118,0,35646
1242,0,12,10 7 0 11 6 1 13 5 9 3 8 12 2 4 ,1.8,0,18,160,303,0.00747039,0,2067
1243,0,12,10 7 0 11 6 1 13 5 9 3 8 12 2 4 ,1.8,1,18,160,303,0.00750409,0,2067
1244,0,12,10 7 0 11 6 1 13 5 9 3 8 12 2 4 ,1.8,2,18,160,303,0.00760921,0,2067
1269,0,12,10 7 0 11 6 1 13 5 9 3 8 12 2 4 ,1.9,0,18,160,303,0.0143498,0,2067
1270,0,12,10 7 0 11 6 1 13 5 9 3 8 12 2 4 ,1.9,1,18,160,303,0.0129318,0,2067
1271,0,12,10 7 0 11 6 1 13 5 9 3 8 12 2 4 ,1.9,2,18,160,303,0.0120051,0,2067
1503,0,12,10 7 0 11 6 1 13 5 9 3 8 12 2 4 ,2,0,18,527,1422,0.0230972,9,6838
1504,0,12,10 7 0 11 6 1 13 5 9 3 8 12 2 4 ,2,1,18,756,1848,0.0314902,32,9815
1505,0,12,10 7 0 11 6 1 13 5 9 3 8 12 2 4 ,2,2,17,845,1334,0.0344991,0,10972
1518,0,12,10 7 0 11 6 1 13 5 9 3 8 12 2 4 ,3,0,20,121,435,0.0112201,0,1560
1519,0,12,10 7 0 11 6 1 13 5 9 3 8 12 2 4 ,3,1,20,121,435,0.0102979,0,1560
1520,0,12,10 7 0 11 6 1 13 5 9 3 8 12 2 4 ,3,2,20,121,435,0.00973071,0,1560
1800,0,12,10 7 0 11 6 1 13 5 9 3 8 12 2 4 ,4,0,20,114,415,0.0133552,0,1469
1801,0,12,10 7 0 11 6 1 13 5 9 3 8 12 2 4 ,4,1,20,114,415,0.0118142,0,1469
1802,0,12,10 7 0 11 6 1 13 5 9 3 8 12 2 4 ,4,2,20,114,415,0.0110175,0,1469
1938,0,12,10 7 0 11 6 1 13 5 9 3 8 12 2 4 ,5,0,20,113,409,0.00813295,0,1456
1939,0,12,10 7 0 11 6 1 13 5 9 3 8 12 2 4 ,5,1,20,113,409,0.00782748,0,1456
1940,0,12,10 7 0 11 6 1 13 5 9 3 8 12 2 4 ,5,2,20,113,409,0.00782075,0,1456
105,0,13,11 12 9 2 13 5 8 0 10 4 1 3 7 6 ,1,0,12,25523,6028,1.82117,912,331786
106,0,13,11 12 9 2 13 5 8 0 10 4 1 3 7 6 ,1,1,12,25523,6028,1.33478,912,331786
107,0,13,11 12 9 2 13 5 8 0 10 4 1 3 7 6 ,1,2,12,25523,6028,1.01634,912,331786
123,0,13,11 12 9 2 13 5 8 0 10 4 1 3 7 6 ,1.1,0,12,20630,4899,1.3768,676,268177
124,0,13,11 12 9 2 13 5 8 0 10 4 1 3 7 6 ,1.1,1,12,20630,4899,1.17047,676,268177
125,0,13,11 12 9 2 13 5 8 0 10 4 1 3 7 6 ,1.1,2,12,23866,5654,1.35587,760,310245
255,0,13,11 12 9 2 13 5 8 0 10 4 1 3 7 6 ,1.2,0,14,41293,57035,2.5176,1248,536796
256,0,13,11 12 9 2 13 5 8 0 10 4 1 3 7 6 ,1.2,1,14,41293,57035,2.36451,1248,536796
257,0,13,11 12 9 2 13 5 8 0 10 4 1 3 7 6 ,1.2,2,14,36686,52828,2.13608,150,476905
342,0,13,11 12 9 2 13 5 8 0 10 4 1 3 7 6 ,1.3,0,14,11676,20070,0.713342,242,151775
343,0,13,11 12 9 2 13 5 8 0 10 4 1 3 7 6 ,1.3,1,14,11676,20070,0.651718,242,151775
344,0,13,11 12 9 2 13 5 8 0 10 4 1 3 7 6 ,1.3,2,14,10437,18962,0.534213,9,135668
618,0,13,11 12 9 2 13 5 8 0 10 4 1 3 7 6 ,1.4,0,14,3532,5096,0.160255,49,45903
619,0,13,11 12 9 2 13 5 8 0 10 4 1 3 7 6 ,1.4,1,14,3532,5096,0.143994,49,45903
620,0,13,11 12 9 2 13 5 8 0 10 4 1 3 7 6 ,1.4,2,15,15383,34668,0.620858,2,199966
846,0,13,11 12 9 2 13 5 8 0 10 4 1 3 7 6 ,1.6,0,15,654,1468,0.0476309,1,8489
847,0,13,11 12 9 2 13 5 8 0 10 4 1 3 7 6 ,1.6,1,15,654,1468,0.0473234,1,8489
848,0,13,11 12 9 2 13 5 8 0 10 4 1 3 7 6 ,1.6,2,15,645,1461,0.0464626,0,8372
918,0,13,11 12 9 2 13 5 8 0 10 4 1 3 7 6 ,1.5,0,15,1618,4270,0.131311,9,21021
919,0,13,11 12 9 2 13 5 8 0 10 4 1 3 7 6 ,1.5,1,15,1618,4270,0.125843,9,21021
920,0,13,11 12 9 2 13 5 8 0 10 4 1 3 7 6 ,1.5,2,15,1512,4118,0.115428,0,19643
1026,0,13,11 12 9 2 13 5 8 0 10 4 1 3 7 6 ,1.7,0,15,483,1046,0.0341919,1,6266
1027,0,13,11 12 9 2 13 5 8 0 10 4 1 3 7 6 ,1.7,1,15,483,1046,0.028559,1,6266
1028,0,13,11 12 9 2 13 5 8 0 10 4 1 3 7 6 ,1.7,2,15,481,1044,0.0242758,0,6240
1248,0,13,11 12 9 2 13 5 8 0 10 4 1 3 7 6 ,1.8,0,15,340,684,0.016858,1,4407
1249,0,13,11 12 9 2 13 5 8 0 10 4 1 3 7 6 ,1.8,1,15,340,684,0.0175062,1,4407
1250,0,13,11 12 9 2 13 5 8 0 10 4 1 3 7 6 ,1.8,2,15,337,682,0.0161779,0,4368
1272,0,13,11 12 9 2 13 5 8 0 10 4 1 3 7 6 ,1.9,0,15,340,684,0.0262852,1,4407
1273,0,13,11 12 9 2 13 5 8 0 10 4 1 3 7 6 ,1.9,1,15,340,684,0.0232182,1,4407
1274,0,13,11 12 9 2 13 5 8 0 10 4 1 3 7 6 ,1.9,2,15,337,682,0.0229133,0,4368
1509,0,13,11 12 9 2 13 5 8 0 10 4 1 3 7 6 ,2,0,15,231,392,0.0133502,2,2990
1510,0,13,11 12 9 2 13 5 8 0 10 4 1 3 7 6 ,2,1,15,231,392,0.011348,0,2990
1511,0,13,11 12 9 2 13 5 8 0 10 4 1 3 7 6 ,2,2,15,231,392,0.0113194,0,2990
1578,0,13,11 12 9 2 13 5 8 0 10 4 1 3 7 6 ,3,0,18,143,268,0.0149563,0,1846
1579,0,13,11 12 9 2 13 5 8 0 10 4 1 3 7 6 ,3,1,18,143,268,0.0132922,0,1846
1580,0,13,11 12 9 2 13 5 8 0 10 4 1 3 7 6 ,3,2,18,143,268,0.0120792,0,1846
1746,0,13,11 12 9 2 13 5 8 0 10 4 1 3 7 6 ,4,0,22,267,845,0.021189,3,3458
1747,0,13,11 12 9 2 13 5 8 0 10 4 1 3 7 6 ,4,1,18,378,265,0.0263993,1,4901
1748,0,13,11 12 9 2 13 5 8 0 10 4 1 3 7 6 ,4,2,18,377,265,0.0254556,0,4888
1911,0,13,11 12 9 2 13 5 8 0 10 4 1 3 7 6 ,5,0,23,150,904,0.0104461,5,1937
1912,0,13,11 12 9 2 13 5 8 0 10 4 1 3 7 6 ,5,1,24,598,2026,0.0417851,0,7761
1913,0,13,11 12 9 2 13 5 8 0 10 4 1 3 7 6 ,5,2,24,598,2026,0.0411971,0,7761
138,0,14,5 0 4 8 10 9 6 12 2 11 13 3 7 1 ,1.1,0,14,52905,51351,3.32901,1612,687752
139,0,14,5 0 4 8 10 9 6 12 2 11 13 3 7 1 ,1.1,1,14,52905,51351,3.50808,1612,687752
140,0,14,5 0 4 8 10 9 6 12 2 11 13 3 7 1 ,1.1,2,14,51844,50673,3.09022,1090,673959
156,0,14,5 0 4 8 10 9 6 12 2 11 13 3 7 1 ,1,0,14,71351,69080,3.22298,2268,927550
157,0,14,5 0 4 8 10 9 6 12 2 11 13 3 7 1 ,1,1,14,71351,69080,3.00537,2268,927550
158,0,14,5 0 4 8 10 9 6 12 2 11 13 3 7 1 ,1,2,14,71351,69080,3.21159,2268,927550
264,0,14,5 0 4 8 10 9 6 12 2 11 13 3 7 1 ,1.2,0,14,17380,18246,1.13637,328,225927
265,0,14,5 0 4 8 10 9 6 12 2 11 13 3 7 1 ,1.2,1,14,17380,18246,1.00908,328,225927
266,0,14,5 0 4 8 10 9 6 12 2 11 13 3 7 1 ,1.2,2,14,16315,17573,0.93885,25,212082
333,0,14,5 0 4 8 10 9 6 12 2 11 13 3 7 1 ,1.3,0,15,11083,19564,0.798656,218,144066
334,0,14,5 0 4 8 10 9 6 12 2 11 13 3 7 1 ,1.3,1,15,11083,19564,0.763408,218,144066
335,0,14,5 0 4 8 10 9 6 12 2 11 13 3 7 1 ,1.3,2,15,9557,18059,0.493607,3,124228
627,0,14,5 0 4 8 10 9 6 12 2 11 13 3 7 1 ,1.4,0,16,28741,60601,1.39487,1157,373620
628,0,14,5 0 4 8 10 9 6 12 2 11 13 3 7 1 ,1.4,1,16,28741,60601,1.23566,1157,373620
629,0,14,5 0 4 8 10 9 6 12 2 11 13 3 7 1 ,1.4,2,16,20844,49772,0.918766,6,270959
855,0,14,5 0 4 8 10 9 6 12 2 11 13 3 7 1 ,1.6,0,16,1726,3459,0.1272,25,22425
856,0,14,5 0 4 8 10 9 6 12 2 11 13 3 7 1 ,1.6,1,16,1726,3459,0.119422,25,22425
857,0,14,5 0 4 8 10 9 6 12 2 11 13 3 7 1 ,1.6,2,16,1529,3261,0.106554,0,19864
921,0,14,5 0 4 8 10 9 6 12 2 11 13 3 7 1 ,1.5,0,16,2945,7588,0.210544,46,38272
922,0,14,5 0 4 8 10 9 6 12 2 11 13 3 7 1 ,1.5,1,16,2945,7588,0.203721,46,38272
923,0,14,5 0 4 8 10 9 6 12 2 11 13 3 7 1 ,1.5,2,16,2663,7313,0.182225,0,34606
1020,0,14,5 0 4 8 10 9 6 12 2 11 13 3 7 1 ,1.7,0,16,304,532,0.0236189,0,3939
1021,0,14,5 0 4 8 10 9 6 12 2 11 13 3 7 1 ,1.7,1,16,304,532,0.021178,0,3939
1022,0,14,5 0 4 8 10 9 6 12 2 11 13 3 7 1 ,1.7,2,16,304,532,0.0207817,0,3939
1083,0,14,5 0 4 8 10 9 6 12 2 11 13 3 7 1 ,1.8,0,16,271,436,0.0193996,0,3510
1084,0,14,5 0 4 8 10 9 6 12 2 11 13 3 7 1 ,1.8,1,16,271,436,0.019368,0,3510
1085,0,14,5 0 4 8 10 9 6 12 2 11 13 3 7 1 ,1.8,2,16,271,436,0.0189029,0,3510
1278,0,14,5 0 4 8 10 9 6 12 2 11 13 3 7 1 ,1.9,0,16,271,436,0.0223884,0,3510
1279,0,14,5 0 4 8 10 9 6 12 2 11 13 3 7 1 ,1.9,1,16,271,436,0.0197365,0,3510
1280,0,14,5 0 4 8 10 9 6 12 2 11 13 3 7 1 ,1.9,2,16,271,436,0.0184383,0,3510
1464,0,14,5 0 4 8 10 9 6 12 2 11 13 3 7 1 ,2,0,16,93,254,0.00586559,0,1196
1465,0,14,5 0 4 8 10 9 6 12 2 11 13 3 7 1 ,2,1,16,93,254,0.00541847,0,1196
1466,0,14,5 0 4 8 10 9 6 12 2 11 13 3 7 1 ,2,2,16,93,254,0.00528726,0,1196
1500,0,14,5 0 4 8 10 9 6 12 2 11 13 3 7 1 ,3,0,16,101,240,0.0113403,3,1300
1501,0,14,5 0 4 8 10 9 6 12 2 11 13 3 7 1 ,3,1,16,94,238,0.00953342,1,1209
1502,0,14,5 0 4 8 10 9 6 12 2 11 13 3 7 1 ,3,2,16,88,234,0.00856746,0,1131
1776,0,14,5 0 4 8 10 9 6 12 2 11 13 3 7 1 ,4,0,16,165,215,0.0134901,26,2132
1777,0,14,5 0 4 8 10 9 6 12 2 11 13 3 7 1 ,4,1,16,158,213,0.0120862,11,2041
1778,0,14,5 0 4 8 10 9 6 12 2 11 13 3 7 1 ,4,2,19,182,625,0.0139418,0,2353
1920,0,14,5 0 4 8 10 9 6 12 2 11 13 3 7 1 ,5,0,20,145,377,0.0131726,0,1872
1921,0,14,5 0 4 8 10 9 6 12 2 11 13 3 7 1 ,5,1,20,145,377,0.0119397,0,1872
1922,0,14,5 0 4 8 10 9 6 12 2 11 13 3 7 1 ,5,2,20,145,377,0.011151,0,1872
144,0,15,11 0 5 4 8 1 7 12 13 10 6 9 2 3 ,1.1,0,12,79412,27052,4.7323,2286,1032343
145,0,15,11 0 5 4 8 1 7 12 13 10 6 9 2 3 ,1.1,1,12,79412,27052,4.53022,2286,1032343
146,0,15,11 0 5 4 8 1 7 12 13 10 6 9 2 3 ,1.1,2,12,77544,26440,4.46308,1484,1008059
165,0,15,11 0 5 4 8 1 7 12 13 10 6 9 2 3 ,1,0,12,79474,27067,3.6074,2249,1033149
166,0,15,11 0 5 4 8 1 7 12 13 10 6 9 2 3 ,1,1,12,79474,27067,3.60828,2249,1033149
167,0,15,11 0 5 4 8 1 7 12 13 10 6 9 2 3 ,1,2,12,79474,27067,3.63824,2249,1033149
276,0,15,11 0 5 4 8 1 7 12 13 10 6 9 2 3 ,1.2,0,13,58604,70348,3.55531,2059,761839
277,0,15,11 0 5 4 8 1 7 12 13 10 6 9 2 3 ,1.2,1,13,58604,70348,3.37121,2059,761839
278,0,15,11 0 5 4 8 1 7 12 13 10 6 9 2 3 ,1.2,2,13,52644,64924,3.12119,279,684359
345,0,15,11 0 5 4 8 1 7 12 13 10 6 9 2 3 ,1.3,0,13,22877,33433,1.58574,560,297388
346,0,15,11 0 5 4 8 1 7 12 13 10 6 9 2 3 ,1.3,1,13,22877,33433,0.990432,560,297388
347,0,15,11 0 5 4 8 1 7 12 13 10 6 9 2 3 ,1.3,2,13,20499,31463,0.787061,17,266474
513,0,15,11 0 5 4 8 1 7 12 13 10 6 9 2 3 ,1.4,0,13,4012,7892,0.295587,115,52143
514,0,15,11 0 5 4 8 1 7 12 13 10 6 9 2 3 ,1.4,1,13,4012,7892,0.271465,115,52143
515,0,15,11 0 5 4 8 1 7 12 13 10 6 9 2 3 ,1.4,2,13,3347,7199,0.184338,4,43498
837,0,15,11 0 5 4 8 1 7 12 13 10 6 9 2 3 ,1.6,0,14,4670,10677,0.324446,110,60697
838,0,15,11 0 5 4 8 1 7 12 13 10 6 9 2 3 ,1.6,1,14,4670,10677,0.312179,110,60697
839,0,15,11 0 5 4 8 1 7 12 13 10 6 9 2 3 ,1.6,2,15,65469,177972,3.21832,14,851084
915,0,15,11 0 5 4 8 1 7 12 13 10 6 9 2 3 ,1.5,0,13,4680,5556,0.2417,163,60827
916,0,15,11 0 5 4 8 1 7 12 13 10 6 9 2 3 ,1.5,1,13,4680,5556,0.230091,163,60827
917,0,15,11 0 5 4 8 1 7 12 13 10 6 9 2 3 ,1.5,2,14,8102,22113,0.390648,0,105313
1089,0,15,11 0 5 4 8 1 7 12 13 10 6 9 2 3 ,1.8,0,14,5798,7090,0.37846,517,75361
1090,0,15,11 0 5 4 8 1 7 12 13 10 6 9 2 3 ,1.8,1,14,5798,7090,0.365387,517,75361
1091,0,15,11 0 5 4 8 1 7 12 13 10 6 9 2 3 ,1.8,2,15,6109,13455,0.413774,0,79404
1134,0,15,11 0 5 4 8 1 7 12 13 10 6 9 2 3 ,1.7,0,14,3404,6674,0.236323,211,44239
1135,0,15,11 0 5 4 8 1 7 12 13 10 6 9 2 3 ,1.7,1,14,3404,6674,0.223345,211,44239
1136,0,15,11 0 5 4 8 1 7 12 13 10 6 9 2 3 ,1.7,2,15,20415,57988,1.33112,0,265382
1344,0,15,11 0 5 4 8 1 7 12 13 10 6 9 2 3 ,1.9,0,15,3968,7604,0.27708,27,51571
1345,0,15,11 0 5 4 8 1 7 12 13 10 6 9 2 3 ,1.9,1,15,3968,7604,0.270113,27,51571
1346,0,15,11 0 5 4 8 1 7 12 13 10 6 9 2 3 ,1.9,2,15,3795,7503,0.204904,0,49322
1494,0,15,11 0 5 4 8 1 7 12 13 10 6 9 2 3 ,2,0,15,1724,3592,0.0818311,71,22399
1495,0,15,11 0 5 4 8 1 7 12 13 10 6 9 2 3 ,2,1,15,1722,3549,0.0819729,24,22373
1496,0,15,11 0 5 4 8 1 7 12 13 10 6 9 2 3 ,2,2,15,1525,3396,0.0718104,0,19812
1719,0,15,11 0 5 4 8 1 7 12 13 10 6 9 2 3 ,3,0,18,375,905,0.0325782,2,4862
1720,0,15,11 0 5 4 8 1 7 12 13 10 6 9 2 3 ,3,1,17,774,822,0.0542751,4,10049
1721,0,15,11 0 5 4 8 1 7 12 13 10 6 9 2 3 ,3,2,17,739,785,0.0498004,0,9594
1779,0,15,11 0 5 4 8 1 7 12 13 10 6 9 2 3 ,4,0,19,296,861,0.0134635,1,3835
1780,0,15,11 0 5 4 8 1 7 12 13 10 6 9 2 3 ,4,1,19,295,856,0.0133493,0,3822
1781,0,15,11 0 5 4 8 1 7 12 13 10 6 9 2 3 ,4,2,19,295,856,0.0125211,0,3822
1917,0,15,11 0 5 4 8 1 7 12 13 10 6 9 2 3 ,5,0,19,74,374,0.00336034,0,949
1918,0,15,11 0 5 4 8 1 7 12 13 10 6 9 2 3 ,5,1,19,74,374,0.0031473,0,949
1919,0,15,11 0 5 4 8 1 7 12 13 10 6 9 2 3 ,5,2,19,74,374,0.00308302,0,949
132,0,16,0 4 2 10 12 3 13 7 8 11 1 9 5 6 ,1.1,0,13,22299,21623,1.40454,652,289874
133,0,16,0 4 2 10 12 3 13 7 8 11 1 9 5 6 ,1.1,1,13,22299,21623,1.27888,652,289874
134,0,16,0 4 2 10 12 3 13 7 8 11 1 9 5 6 ,1.1,2,13,22235,21514,1.24649,559,289042
153,0,16,0 4 2 10 12 3 13 7 8 11 1 9 5 6 ,1,0,13,34746,33177,1.45874,1330,451685
154,0,16,0 4 2 10 12 3 13 7 8 11 1 9 5 6 ,1,1,13,34746,33177,1.43568,1330,451685
155,0,16,0 4 2 10 12 3 13 7 8 11 1 9 5 6 ,1,2,13,34746,33177,1.43241,1330,451685
291,0,16,0 4 2 10 12 3 13 7 8 11 1 9 5 6 ,1.2,0,13,4598,6260,0.339301,32,59761
292,0,16,0 4 2 10 12 3 13 7 8 11 1 9 5 6 ,1.2,1,13,4598,6260,0.295402,32,59761
293,0,16,0 4 2 10 12 3 13 7 8 11 1 9 5 6 ,1.2,2,13,4542,6126,0.249216,2,59033
348,0,16,0 4 2 10 12 3 13 7 8 11 1 9 5 6 ,1.3,0,13,2146,3274,0.157561,22,27885
349,0,16,0 4 2 10 12 3 13 7 8 11 1 9 5 6 ,1.3,1,13,2146,3274,0.149531,22,27885
350,0,16,0 4 2 10 12 3 13 7 8 11 1 9 5 6 ,1.3,2,13,2046,3190,0.142135,0,26585
528,0,16,0 4 2 10 12 3 13 7 8 11 1 9 5 6 ,1.4,0,13,2239,3022,0.114543,43,29094
529,0,16,0 4 2 10 12 3 13 7 8 11 1 9 5 6 ,1.4,1,13,2239,3022,0.108285,43,29094
530,0,16,0 4 2 10 12 3 13 7 8 11 1 9 5 6 ,1.4,2,14,5992,11728,0.297302,0,77883
849,0,16,0 4 2 10 12 3 13 7 8 11 1 9 5 6 ,1.6,0,14,785,1963,0.0498583,6,10192
850,0,16,0 4 2 10 12 3 13 7 8 11 1 9 5 6 ,1.6,1,14,785,1963,0.0414157,6,10192
851,0,16,0 4 2 10 12 3 13 7 8 11 1 9 5 6 ,1.6,2,14,756,1899,0.0383993,0,9815
927,0,16,0 4 2 10 12 3 13 7 8 11 1 9 5 6 ,1.5,0,14,1451,3942,0.0727924,35,18850
928,0,16,0 4 2 10 12 3 13 7 8 11 1 9 5 6 ,1.5,1,14,1451,3942,0.0703527,35,18850
929,0,16,0 4 2 10 12 3 13 7 8 11 1 9 5 6 ,1.5,2,14,1333,3749,0.0636222,0,17316
1122,0,16,0 4 2 10 12 3 13 7 8 11 1 9 5 6 ,1.8,0,14,660,1477,0.055271,11,8567
1123,0,16,0 4 2 10 12 3 13 7 8 11 1 9 5 6 ,1.8,1,14,660,1477,0.044904,11,8567
1124,0,16,0 4 2 10 12 3 13 7 8 11 1 9 5 6 ,1.8,2,14,484,1215,0.033813,0,6279
